,drug,primary_dose,route,primary_dose_description,frequency_description,c_form,c_strength,c_mddf_number,prn,bnf_description,bnf_chapter,container_description,du_cont,unit_description
32739,GENTAMICIN,60,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
32914,FUROSEMIDE,40,Intravenous,mg,*1X TEA-*1X LUNCH Transition Frequency,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
32915,FUROSEMIDE,40,Intravenous,mg,*1X TEA-*1X LUNCH Transition Frequency,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
32925,DIAZEPAM,2,Intravenous,mg,TDS,Injection,10 mg/2ml,2007141,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 2mL ampoule
32974,CO-TRIMOXAZOLE,960,Intravenous,mg,BD,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,1,x 5mL ampoule
32975,CO-TRIMOXAZOLE,960,Intravenous,mg,BD,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,5,x 5mL ampoule
32976,CO-TRIMOXAZOLE,960,Intravenous,mg,BD,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,10,x 5mL ampoule
33017,METOCLOPRAMIDE,10,Intravenous,mg,od,Injection,10 mg/2ml,1015348,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
33018,METOCLOPRAMIDE,10,Intravenous,mg,od,Injection,10 mg/2ml,1015348,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
33292,DEXAMETHASONE BASE,8,Intravenous,mg,OM,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
33332,CO-TRIMOXAZOLE,"2,160.00",Intravenous,mg,6H,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,1,x 5mL ampoule
33333,CO-TRIMOXAZOLE,"2,160.00",Intravenous,mg,Every 12 hours at 12am (MIDNIGHT) and 12pm (LUNCH),Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,1,x 5mL ampoule
33334,CO-TRIMOXAZOLE,"2,160.00",Intravenous,mg,6H,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,5,x 5mL ampoule
33335,CO-TRIMOXAZOLE,"2,160.00",Intravenous,mg,Every 12 hours at 12am (MIDNIGHT) and 12pm (LUNCH),Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,5,x 5mL ampoule
33336,CO-TRIMOXAZOLE,"2,160.00",Intravenous,mg,6H,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,10,x 5mL ampoule
33337,CO-TRIMOXAZOLE,"2,160.00",Intravenous,mg,Every 12 hours at 12am (MIDNIGHT) and 12pm (LUNCH),Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,10,x 5mL ampoule
33452,PHENYTOIN SODIUM,325,Intravenous,mg,ON,Injection,250 mg/5ml,1004468,N,CENTRAL NERVOUS SYSTEM,04.08.02,Pack,5,x 5mL ampoule
33453,PHENYTOIN SODIUM,325,Intravenous,mg,ON,Injection,250 mg/5ml,1004468,N,CENTRAL NERVOUS SYSTEM,04.08.02,Carton,10,x 5mL ampoule
33454,LORAZEPAM,1,Intravenous,mg,Every 3 hours,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 1mL ampoule
33455,LORAZEPAM,1,Intravenous,mg,Every 3 hours,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,25,x 1mL ampoule
33480,GENTAMICIN,120,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
33481,GENTAMICIN,120,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
33601,MIDAZOLAM,5,Intravenous,mg,4H,Injection,5 mg/5ml,1014286,Y,ANAESTHESIA,15.01.04,Pack,10,x 5mL ampoule
33707,METRONIDAZOLE,350,Intravenous,mg,8H,Injection,500 mg/100ml,1013286,N,INFECTIONS,05.01.11,Bag,1,mL
33959,CLINDAMYCIN,900,Intravenous,mg,TDS,Injection,600 mg/4ml,9009050,N,INFECTIONS,05.01.06,Pack,5,x 4mL ampoule
34094,TRAMADOL,50,Intravenous,mg,QDS,Injection,100 mg/2ml,2007322,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,5,x 2mL ampoule
34095,TRAMADOL,50,Intravenous,mg,QDS,Injection,100 mg/2ml,2007322,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 2mL ampoule
34220,ONDANSETRON,8,Intravenous,mg,BD,Injection,8 mg/4ml,1014234,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 4mL ampoule
34229,ONDANSETRON,4,Intravenous,mg,4H,Injection,4 mg/2ml,1014233,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
34230,ONDANSETRON,4,Intravenous,mg,4H,Injection,4 mg/2ml,1014233,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
34409,OCTREOTIDE,50,Intravenous,microgram,TDS,Injection,50 micrograms/1ml,1006416,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,08.03.04.03,Pack,5,x 1mL ampoule
34446,LORAZEPAM,0.5,Intravenous,mg,TDS,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 1mL ampoule
34447,LORAZEPAM,0.5,Intravenous,mg,TDS,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,25,x 1mL ampoule
34457,PROMETHAZINE,25,Intravenous,mg,QDS,Injection,25 mg/1ml,1015346,Y,RESPIRATORY SYSTEM,03.04.01,Pack,10,x 1mL ampoule
34870,METRONIDAZOLE,500,Intravenous,mg,stat,Injection,500 mg/100ml,1013286,N,INFECTIONS,05.01.11,Bag,1,mL
34954,CLINDAMYCIN,1.2,Intravenous,mg,8H,Injection,300 mg/2ml,9009049,N,INFECTIONS,05.01.06,Pack,5,x 2mL ampoule
34955,CLINDAMYCIN,"1,200.00",Intravenous,mg,8H,Injection,300 mg/2ml,9009049,N,INFECTIONS,05.01.06,Pack,5,x 2mL ampoule
34977,GENTAMICIN,360,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
34978,GENTAMICIN,360,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
34983,ONDANSETRON,4,Intravenous,mg,BD,Injection,4 mg/2ml,1014233,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
34984,ONDANSETRON,4,Intravenous,mg,BD,Injection,4 mg/2ml,1014233,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
35024,LORAZEPAM,0.5,Intravenous,mg,4H,Injection,4 mg/1ml,1004006,N,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 1mL ampoule
35025,LORAZEPAM,0.5,Intravenous,mg,4H,Injection,4 mg/1ml,1004006,N,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,25,x 1mL ampoule
35034,GENTAMICIN,70,Intravenous,mg,OM,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
35035,GENTAMICIN,70,Intravenous,mg,OM,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
35036,GENTAMICIN,70,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
35037,GENTAMICIN,70,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
35038,GENTAMICIN,70,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
35039,GENTAMICIN,70,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
35060,ONDANSETRON,4,Intravenous,mg,Each day at 10am,Injection,8 mg/4ml,1014234,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 4mL ampoule
35061,ONDANSETRON,8,Intravenous,mg,Each day at 10am,Injection,8 mg/4ml,1014234,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 4mL ampoule
35234,DIGOXIN,125,Intravenous,microgram,OM,Injection,500 micrograms/2ml,2003618,N,CARDIVASCULAR SYSTEM,02.01.01,Pack,5,x 2mL ampoule
35235,DIGOXIN,125,Intravenous,microgram,OM,Injection,500 micrograms/2ml,2003618,N,CARDIVASCULAR SYSTEM,02.01.01,Pack,10,x 2mL ampoule
35301,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),500,Intravenous,mg,BD,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
35379,CO-TRIMOXAZOLE,"2,400.00",Intravenous,mg,QDS,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,1,x 5mL ampoule
35380,CO-TRIMOXAZOLE,"2,400.00",Intravenous,mg,QDS,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,5,x 5mL ampoule
35381,CO-TRIMOXAZOLE,"2,400.00",Intravenous,mg,QDS,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,10,x 5mL ampoule
35386,DIGOXIN,250,Intravenous,microgram,OM,Injection,500 micrograms/2ml,2003618,N,CARDIVASCULAR SYSTEM,02.01.01,Pack,5,x 2mL ampoule
35387,DIGOXIN,250,Intravenous,microgram,OM,Injection,500 micrograms/2ml,2003618,N,CARDIVASCULAR SYSTEM,02.01.01,Pack,10,x 2mL ampoule
35534,MORPHINE SULFATE,15,Intravenous,mg,Every 3 hours,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
35592,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,8 hourly,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,5,x 5mL ampoule
35593,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,8 hourly,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,10,x 5mL ampoule
35747,CO-TRIMOXAZOLE,480,Intravenous,mg,OM,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,1,x 5mL ampoule
35748,CO-TRIMOXAZOLE,480,Intravenous,mg,OM,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,5,x 5mL ampoule
35749,CO-TRIMOXAZOLE,480,Intravenous,mg,OM,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,10,x 5mL ampoule
35778,METRONIDAZOLE,500,Intravenous,mg,TDS,Injection,500 mg/100ml,1013286,N,INFECTIONS,05.01.11,Bag,1,mL
35860,GENTAMICIN,100,Intravenous,mg,Every 12 hours at 12am (MIDNIGHT) and 12pm (LUNCH),Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
35861,GENTAMICIN,110,Intravenous,mg,Every 12 hours at 12am (MIDNIGHT) and 12pm (LUNCH),Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
35862,GENTAMICIN,100,Intravenous,mg,Every 12 hours at 12am (MIDNIGHT) and 12pm (LUNCH),Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
35863,GENTAMICIN,110,Intravenous,mg,Every 12 hours at 12am (MIDNIGHT) and 12pm (LUNCH),Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
35869,GENTAMICIN,120,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
35870,GENTAMICIN,120,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
36128,PHYTOMENADIONE,1,Intravenous,mg,TDS,Injection,10 mg/1ml,1007855,N,NUTRITION AND BLOOD,09.06.06,Pack,10,x 1mL ampoule
36137,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),500,Intravenous,mg,BD,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
36145,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),600,Intravenous,mg,BD,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
36146,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),700,Intravenous,mg,BD,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
36227,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,OM,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,5,x 5mL ampoule
36228,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,OM,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,10,x 5mL ampoule
36231,HYOSCINE BUTYLBROMIDE,10,Intravenous,mg,8H,Injection,20 mg/1ml,1000042,N,GASTRO-INTESTINAL SYSTEM,1.02,Pack,10,x 1mL ampoule
36342,HYDROCORTISONE SODIUM PHOSPHATE,40,Intravenous,mg,QDS,Injection,100 mg/1ml,1014748,N,ENDOCRINE SYSTEM,06.03.02,Pack,5,x 1mL ampoule
36370,LORAZEPAM,1,Intravenous,mg,Every 2 hours,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 1mL ampoule
36371,LORAZEPAM,1,Intravenous,mg,Every 2 hours,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,25,x 1mL ampoule
36389,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,QDS,Injection,500 mg/5ml,1006288,Y,CARDIVASCULAR SYSTEM,2.11,Pack,5,x 5mL ampoule
36390,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,QDS,Injection,500 mg/5ml,1006288,Y,CARDIVASCULAR SYSTEM,2.11,Pack,10,x 5mL ampoule
36413,GENTAMICIN,300,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
36414,GENTAMICIN,300,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
36470,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),800,Intravenous,mg,TDS,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
36471,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),"1,200.00",Intravenous,mg,BD,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
36634,CO-TRIMOXAZOLE,"2,640.00",Intravenous,mg,6H,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,1,x 5mL ampoule
36635,CO-TRIMOXAZOLE,"2,640.00",Intravenous,mg,6H,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,5,x 5mL ampoule
36636,CO-TRIMOXAZOLE,"2,640.00",Intravenous,mg,6H,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,10,x 5mL ampoule
36691,CO-TRIMOXAZOLE,"2,400.00",Intravenous,mg,6H,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,1,x 5mL ampoule
36692,CO-TRIMOXAZOLE,"2,400.00",Intravenous,mg,6H,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,5,x 5mL ampoule
36693,CO-TRIMOXAZOLE,"2,400.00",Intravenous,mg,6H,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,10,x 5mL ampoule
36747,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,6H,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,5,x 5mL ampoule
36748,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,6H,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,10,x 5mL ampoule
36773,HYDROCORTISONE SODIUM PHOSPHATE,100,Intravenous,mg,BD,Injection,100 mg/1ml,1014748,N,ENDOCRINE SYSTEM,06.03.02,Pack,5,x 1mL ampoule
36813,GENTAMICIN,340,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
36814,GENTAMICIN,340,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
36822,METRONIDAZOLE,500,Intravenous,mg,8 hours,Injection,500 mg/100ml,1013286,N,INFECTIONS,05.01.11,Bag,1,mL
36937,CO-TRIMOXAZOLE,"2,208.00",Intravenous,mg,6H,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,1,x 5mL ampoule
36938,CO-TRIMOXAZOLE,"2,208.00",Intravenous,mg,6H,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,5,x 5mL ampoule
36939,CO-TRIMOXAZOLE,"2,208.00",Intravenous,mg,6H,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,10,x 5mL ampoule
36947,CO-TRIMOXAZOLE,"2,220.00",Intravenous,mg,8H,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,1,x 5mL ampoule
36948,CO-TRIMOXAZOLE,"2,220.00",Intravenous,mg,8H,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,5,x 5mL ampoule
36949,CO-TRIMOXAZOLE,"2,220.00",Intravenous,mg,8H,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,10,x 5mL ampoule
37011,GENTAMICIN,50,Intravenous,mg,OM,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
37012,GENTAMICIN,50,Intravenous,mg,OM,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
37122,HYDROCORTISONE SODIUM PHOSPHATE,100,Intravenous,mg,Every 12 hours at 12am (MIDNIGHT) and 12pm (LUNCH),Injection,100 mg/1ml,1014748,N,ENDOCRINE SYSTEM,06.03.02,Pack,5,x 1mL ampoule
37265,FUROSEMIDE,50,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
37266,FUROSEMIDE,50,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
37279,HYDROCORTISONE SODIUM PHOSPHATE,100,Intravenous,mg,OD,Injection,100 mg/1ml,1014748,N,ENDOCRINE SYSTEM,06.03.02,Pack,5,x 1mL ampoule
37310,HYOSCINE BUTYLBROMIDE,20,Intravenous,mg,BD,Injection,20 mg/1ml,1000042,Y,GASTRO-INTESTINAL SYSTEM,1.02,Pack,10,x 1mL ampoule
37388,GENTAMICIN,100,Intravenous,mg,TDS,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
37389,GENTAMICIN,100,Intravenous,mg,TDS,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
37397,OXYCODONE,5,Intravenous,mg,Every 2 hours,Injection,10 mg/1ml,1014638,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,5,x 1mL ampoule
37428,CO-TRIMOXAZOLE,960,Intravenous,mg,Every 12 hours at 12am (MIDNIGHT) and 12pm (LUNCH),Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,1,x 5mL ampoule
37429,CO-TRIMOXAZOLE,960,Intravenous,mg,Every 12 hours at 12am (MIDNIGHT) and 12pm (LUNCH),Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,5,x 5mL ampoule
37430,CO-TRIMOXAZOLE,960,Intravenous,mg,Every 12 hours at 12am (MIDNIGHT) and 12pm (LUNCH),Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,10,x 5mL ampoule
37446,DIGOXIN,500,Intravenous,microgram,6H,Injection,500 micrograms/2ml,2003618,N,CARDIVASCULAR SYSTEM,02.01.01,Pack,5,x 2mL ampoule
37447,DIGOXIN,500,Intravenous,microgram,6H,Injection,500 micrograms/2ml,2003618,N,CARDIVASCULAR SYSTEM,02.01.01,Pack,10,x 2mL ampoule
37555,CHLORPHENAMINE,5,Intravenous,mg,QDS,Injection,10 mg/1ml,1003307,Y,RESPIRATORY SYSTEM,03.04.01,Pack,5,x 1mL ampoule
37714,DEXAMETHASONE BASE,6,Intravenous,mg,BD,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
37715,DEXAMETHASONE BASE,6,Intravenous,mg,BD,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
37728,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),200,Intravenous,mg,Three times a day,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
37769,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),200,Intravenous,mg,TDS,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
37776,METOCLOPRAMIDE,100,Intravenous,mg,TDS,Injection,10 mg/2ml,1015348,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
37777,METOCLOPRAMIDE,100,Intravenous,mg,TDS,Injection,10 mg/2ml,1015348,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
37780,CLINDAMYCIN,"1,200.00",Intravenous,mg,6H,Injection,300 mg/2ml,9009049,N,INFECTIONS,05.01.06,Pack,5,x 2mL ampoule
37950,PHYTOMENADIONE,5,Intravenous,mg,BD,Injection,10 mg/1ml,1007855,N,NUTRITION AND BLOOD,09.06.06,Pack,10,x 1mL ampoule
37970,FUROSEMIDE,100,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
37971,FUROSEMIDE,100,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
37992,METOCLOPRAMIDE,5,Intravenous,mg,TDS,Injection,10 mg/2ml,1015348,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
37993,METOCLOPRAMIDE,5,Intravenous,mg,TDS,Injection,10 mg/2ml,1015348,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
37996,LORAZEPAM,0.5,Intravenous,mg,4H,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 1mL ampoule
37997,LORAZEPAM,0.5,Intravenous,mg,4H,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,25,x 1mL ampoule
38133,MORPHINE SULFATE,3,Intravenous,mg,4H,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
38194,LORAZEPAM,2,Intravenous,mg,ON,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 1mL ampoule
38195,LORAZEPAM,2,Intravenous,mg,ON,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,25,x 1mL ampoule
38237,CLINDAMYCIN,600,Intravenous,mg,8H,Injection,600 mg/4ml,9009050,N,INFECTIONS,05.01.06,Pack,5,x 4mL ampoule
38273,HYOSCINE BUTYLBROMIDE,20,Intravenous,mg,Five times a day,Injection,20 mg/1ml,1000042,Y,GASTRO-INTESTINAL SYSTEM,1.02,Pack,10,x 1mL ampoule
38274,OXYCODONE,2.5,Intravenous,mg,4H,Injection,10 mg/1ml,1014638,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,5,x 1mL ampoule
38319,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),300,Intravenous,mg,TDS,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
38331,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),800,Intravenous,mg,TDS,Injection,400 mg/4ml,1020197,Y,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
38343,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),800,Intravenous,mg,0800  1500  1900,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
38449,PHENYTOIN SODIUM,300,Intravenous,mg,OD,Injection,250 mg/5ml,1004468,N,CENTRAL NERVOUS SYSTEM,04.08.02,Pack,5,x 5mL ampoule
38450,PHENYTOIN SODIUM,300,Intravenous,mg,OD,Injection,250 mg/5ml,1004468,N,CENTRAL NERVOUS SYSTEM,04.08.02,Carton,10,x 5mL ampoule
38456,GENTAMICIN,350,Intravenous,mg,ON,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
38457,GENTAMICIN,350,Intravenous,mg,ON,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
38500,MORPHINE SULFATE,5,Intravenous,mg,BD,Injection,10 mg/1ml,1014319,N,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
38635,DEXAMETHASONE BASE (HAMELN/HOSPIRA),8,Intravenous,mg,BD,Injection,6.6 mg/2ml,1014816,N,ENDOCRINE SYSTEM,06.03.02,Pack,5,x 2mL
38636,DEXAMETHASONE BASE (HAMELN/HOSPIRA),8,Intravenous,mg,BD,Injection,6.6 mg/2ml,1014816,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 2mL
38720,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),600,Intravenous,mg,BD,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
38806,PHYTOMENADIONE,10,Intravenous,mg,BD,Injection,10 mg/1ml,1007855,N,NUTRITION AND BLOOD,09.06.06,Pack,10,x 1mL ampoule
38879,GENTAMICIN,60,Intravenous,mg,4am,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
38880,GENTAMICIN,70,Intravenous,mg,4am,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
