,drug,primary_dose,route,primary_dose_description,frequency_description,c_form,c_strength,prn,bnf_description,bnf_chapter,container_description,du_cont,unit_description,chapter,name
2867,NAPROXEN,500,Oral,mg,BD,Tablets,500 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.01.01,Pack,28,tablet,10.01.01,Non-steroidal anti-inflammatory drugs
2877,ROPINIROLE,250,Oral,microgram,ON,Tablets,250 microgram,N,CENTRAL NERVOUS SYSTEM,04.09.01,Pack,12,tablet,04.09.01,Dopaminergic drugs used in parkinsonism
2878,VERAPAMIL,80,Oral,mg,TDS,Tablets,40 mg,N,CARDIVASCULAR SYSTEM,02.06.03,Pack,84,tablet,02.06.03,Other antianginal drugs
2880,FAMOTIDINE,20,Oral,mg,OD,Tablets,20 mg,N,GASTRO-INTESTINAL SYSTEM,01.03.01,Pack,28,tablet,01.03.01,H2-receptor antagonists
2881,CHLORPHENAMINE,4,Oral,mg,TDS,Tablets,4 mg,Y,RESPIRATORY SYSTEM,03.04.01,Pack,28,tablet,03.04.01,Antihistamines
2890,METHOTREXATE ,7.5,Oral,mg,OW,Tablets,2.5 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.01.03,Pack,24,tablet,10.01.03,Rheumatic disease suppressant drugs
2891,METHOTREXATE ,7.5,Oral,mg,OW,Tablets,2.5 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.01.03,Pack,100,tablet,10.01.03,Rheumatic disease suppressant drugs
2902,PARACETAMOL ,"1,000.00",Oral,mg,OD,Tablets,500 mg,Y,CENTRAL NERVOUS SYSTEM,04.07.01,Pack,32,Tablet,04.07.01,Non-opioid analgesics and compound preparations
2903,PARACETAMOL ,"1,000.00",Oral,mg,OD,Tablets,500 mg,Y,CENTRAL NERVOUS SYSTEM,04.07.01,Pack,100,Tablet,04.07.01,Non-opioid analgesics and compound preparations
2906,HYDROXYZINE,10,Oral,mg,ON,Tablets,10 mg,N,RESPIRATORY SYSTEM,03.04.01,Bottle,84,tablet,03.04.01,Antihistamines
2911,BENDROFLUMETHIAZIDE,2.5,Oral,mg,OD,Tablets,2.5 mg,N,CARDIVASCULAR SYSTEM,02.02.01,Pack,28,tablet,02.02.01,Thiazides and related diuretics
2913,ONDANSETRON,4,Oral,mg,BD,Tablets,4 mg,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,tablet,4.06,Drugs used in nausea and vertigo
2914,ONDANSETRON,4,Oral,mg,BD,Tablets,4 mg,Y,CENTRAL NERVOUS SYSTEM,4.06,Bottle,30,tablet,4.06,Drugs used in nausea and vertigo
2915,BETAHISTINE,8,Oral,mg,TDS,Tablets,8 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,84,tablet,4.06,Drugs used in nausea and vertigo
2916,BETAHISTINE,8,Oral,mg,TDS,Tablets,8 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,120,tablet,4.06,Drugs used in nausea and vertigo
2918,PARACETAMOL ,"1,000.00",Oral,mg,OM,Tablets,500 mg,Y,CENTRAL NERVOUS SYSTEM,04.07.01,Pack,32,Tablet,04.07.01,Non-opioid analgesics and compound preparations
2919,PARACETAMOL ,"1,000.00",Oral,mg,OM,Tablets,500 mg,Y,CENTRAL NERVOUS SYSTEM,04.07.01,Pack,100,Tablet,04.07.01,Non-opioid analgesics and compound preparations
2930,PROPRANOLOL,20,Oral,mg,QDS,Tablets,10 mg,N,CARDIVASCULAR SYSTEM,2.04,Bottle,28,tablet,2.04,Beta-adrenoceptor blocking drugs
2934,DESLORATADINE,5,Oral,mg,OM,Tablets,5 mg,N,RESPIRATORY SYSTEM,03.04.01,Pack,30,tablet,03.04.01,Antihistamines
2937,QUETIAPINE,200,Oral,mg,BD,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,60,tablet,04.02.01,Antipsychotic drugs
2938,QUETIAPINE,25,Oral,mg,BD,Tablets,25 mg,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,60,tablet,04.02.01,Antipsychotic drugs
2942,ELTROMBOPAG,25,Oral,mg,OW,Tablets,25 mg,N,NUTRITION AND BLOOD,09.01.04,Pack,28,tablet,09.01.04,Drugs used in platelet disorders
2943,IBUPROFEN,400,Oral,mg,QDS,Tablets,400 mg,Y,MUSCULOSKELETAL AND JOINT DISEASES,10.01.01,Pack,24,tablet,10.01.01,Non-steroidal anti-inflammatory drugs
2944,IBUPROFEN,400,Oral,mg,QDS,Tablets,400 mg,Y,MUSCULOSKELETAL AND JOINT DISEASES,10.01.01,Pack,48,tablet,10.01.01,Non-steroidal anti-inflammatory drugs
2945,IBUPROFEN,400,Oral,mg,QDS,Tablets,400 mg,Y,MUSCULOSKELETAL AND JOINT DISEASES,10.01.01,Pack,84,tablet,10.01.01,Non-steroidal anti-inflammatory drugs
2966,HALOPERIDOL,5,Oral,mg,BD,Tablets,5 mg,Y,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,28,tablet,04.02.01,Antipsychotic drugs
2970,DOXAZOSIN,1,Oral,mg,ON,Tablets,1 mg,N,CARDIVASCULAR SYSTEM,02.05.04,Pack,28,tablet,02.05.04,Alpha-adrenoceptor blocking drugs
2975,VERAPAMIL,240,Oral,mg,BD,Tablets,120 mg,N,CARDIVASCULAR SYSTEM,02.06.03,Pack,28,tablet,02.06.03,Other antianginal drugs
2987,ONDANSETRON,4,Oral,mg,6H,Tablets,4 mg,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,tablet,4.06,Drugs used in nausea and vertigo
2988,ONDANSETRON,4,Oral,mg,6H,Tablets,4 mg,Y,CENTRAL NERVOUS SYSTEM,4.06,Bottle,30,tablet,4.06,Drugs used in nausea and vertigo
2990,CYCLIZINE,50,Oral,mg,8H,Tablets,50 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Bottle,100,tablet,4.06,Drugs used in nausea and vertigo
2997,ROPINIROLE,2,Oral,mg,ON,Tablets,2 mg,N,CENTRAL NERVOUS SYSTEM,04.09.01,Pack,84,tablet,04.09.01,Dopaminergic drugs used in parkinsonism
3005,DIAZEPAM,5,Oral,mg,OM,Tablets,5 mg,N,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,28,tablet,04.01.02,Anxiolytics
3006,MIDODRINE,2.5,Oral,mg,BD,Tablets,2.5 mg,N,CARDIVASCULAR SYSTEM,02.07.02,Bottle,50,tablet,02.07.02,Vasoconstrictor sympathomimetics
3007,MIDODRINE,2.5,Oral,mg,BD,Tablets,2.5 mg,N,CARDIVASCULAR SYSTEM,02.07.02,Pack,100,tablet,02.07.02,Vasoconstrictor sympathomimetics
3008,PROPRANOLOL,20,Oral,mg,BD,Tablets,10 mg,N,CARDIVASCULAR SYSTEM,2.04,Bottle,28,tablet,2.04,Beta-adrenoceptor blocking drugs
3009,PROPRANOLOL,40,Oral,mg,BD,Tablets,10 mg,N,CARDIVASCULAR SYSTEM,2.04,Bottle,28,tablet,2.04,Beta-adrenoceptor blocking drugs
3011,AMITRIPTYLINE,25,Oral,mg,BD,Tablets,25 mg,N,CENTRAL NERVOUS SYSTEM,04.03.01,Pack,28,tablet,04.03.01,Tricyclic and related antidepressant drugs
3013,FUROSEMIDE,40,Oral,mg,BD,Tablets,20 mg,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,28,tablet,02.02.02,Loop diuretics
3016,DIAZEPAM,5,Oral,mg,ON,Tablets,5 mg,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,28,tablet,04.01.02,Anxiolytics
3019,NAPROXEN,250,Oral,mg,BD,Tablets,250 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.01.01,Pack,28,tablet,10.01.01,Non-steroidal anti-inflammatory drugs
3020,NAPROXEN,250,Oral,mg,BD,Tablets,250 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.01.01,Pack,56,tablet,10.01.01,Non-steroidal anti-inflammatory drugs
3026,DEXAMETHASONE,2,Oral,mg,BD,Tablets,2 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,50,tablet,06.03.02,Glucocorticoid therapy
3027,DEXAMETHASONE,2,Oral,mg,BD,Tablets,2 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,100,tablet,06.03.02,Glucocorticoid therapy
3028,DEXAMETHASONE,2,Oral,mg,BD,Tablets,2 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,500,tablet,06.03.02,Glucocorticoid therapy
3030,DEXAMETHASONE,4,Oral,mg,BD,Tablets,2 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,50,tablet,06.03.02,Glucocorticoid therapy
3031,DEXAMETHASONE,4,Oral,mg,BD,Tablets,2 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,100,tablet,06.03.02,Glucocorticoid therapy
3032,DEXAMETHASONE,4,Oral,mg,BD,Tablets,2 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,500,tablet,06.03.02,Glucocorticoid therapy
3035,LEVETIRACETAM,750,Oral,mg,BD,Tablets,250 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,60,tablet,04.08.01,Control of epilepsy
3036,LEVETIRACETAM,750,Oral,mg,BD,Tablets,250 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,60,tablet,04.08.01,Control of epilepsy
3038,LEVETIRACETAM,1,Oral,g,BD,Tablets,1 g,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,60,tablet,04.08.01,Control of epilepsy
3044,TICAGRELOR,90,Oral,mg,BD,Tablets,90 mg,N,CARDIVASCULAR SYSTEM,2.09,Pack,56,tablet,2.09,Antiplatelet drugs
3045,ROFLUMILAST,500,Oral,microgram,OM,Tablets,250 microgram,N,RESPIRATORY SYSTEM,03.03.02,Pack,28,Tablet,03.03.02,Leukotriene receptor antagonists
3054,FUROSEMIDE,40,Oral,mg,OD,Tablets,20 mg,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,28,tablet,02.02.02,Loop diuretics
3056,FUROSEMIDE,60,Oral,mg,OM,Tablets,20 mg,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,28,tablet,02.02.02,Loop diuretics
3057,BISOPROLOL,1.25,Oral,mg,BD,Tablets,1.25 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
3059,RIVAROXABAN,20,Oral,mg,ON,Tablets,20 mg,N,CARDIVASCULAR SYSTEM,02.08.02,Pack,100,tablet,02.08.02,Oral anticoagulants
3061,BISOPROLOL,5,Oral,mg,BD,Tablets,5 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
3067,ROSUVASTATIN,40,Oral,mg,OM,Tablets,40 mg,N,CARDIVASCULAR SYSTEM,2.12,Pack,28,tablet,2.12,Lipid-regulating drugs
3073,ROSUVASTATIN,40,Oral,mg,ON,Tablets,40 mg,N,CARDIVASCULAR SYSTEM,2.12,Pack,28,tablet,2.12,Lipid-regulating drugs
3076,BACLOFEN,10,Oral,mg,TDS,Tablets,10 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.02.02,Pack,84,tablet,10.02.02,Skeletal muscle relaxants
3080,METHOTREXATE ,5,Oral,mg,OW,Tablets,2.5 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.01.03,Pack,24,tablet,10.01.03,Rheumatic disease suppressant drugs
3081,METHOTREXATE ,5,Oral,mg,OW,Tablets,2.5 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.01.03,Pack,100,tablet,10.01.03,Rheumatic disease suppressant drugs
3095,PREDNISOLONE,35,Oral,mg,OM,Tablets,25 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,56,tablet,06.03.02,Glucocorticoid therapy
3097,DAPSONE,100,Oral,mg,OM,Tablets,100 mg,N,INFECTIONS,05.01.10,Pack,28,tablet,05.01.10,Antileprotic drugs
3098,MYCOPHENOLATE MOFETIL,"1,000.00",Oral,mg,BD,Tablets,500 mg,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,08.02.01,Pack,50,tablet,08.02.01,Antiproliferative immunosuppressants
3099,MYCOPHENOLATE MOFETIL,500,Oral,mg,OD,Tablets,500 mg,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,08.02.01,Pack,50,tablet,08.02.01,Antiproliferative immunosuppressants
3100,MYCOPHENOLATE MOFETIL,"1,000.00",Oral,mg,OM,Tablets,500 mg,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,08.02.01,Pack,50,tablet,08.02.01,Antiproliferative immunosuppressants
3101,MYCOPHENOLATE MOFETIL,500,Oral,mg,BD,Tablets,500 mg,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,08.02.01,Pack,50,tablet,08.02.01,Antiproliferative immunosuppressants
3102,MYCOPHENOLATE MOFETIL,500,Oral,mg,OD,Tablets,500 mg,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,08.02.01,Pack,50,tablet,08.02.01,Antiproliferative immunosuppressants
3103,AZATHIOPRINE,75,Oral,mg,OM,Tablets,25 mg,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,08.02.01,Pack,28,tablet,08.02.01,Antiproliferative immunosuppressants
3104,AZATHIOPRINE,75,Oral,mg,OM,Tablets,25 mg,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,08.02.01,Pack,100,tablet,08.02.01,Antiproliferative immunosuppressants
3105,AZATHIOPRINE,50,Oral,mg,OD,Tablets,50 mg,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,08.02.01,Pack,56,tablet,08.02.01,Antiproliferative immunosuppressants
3106,CARBAMAZEPINE 'TEGRETOL',100,Oral,mg,BD,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,84,tablet,04.08.01,Control of epilepsy
3111,ALFUZOSIN,5,Oral,mg,TDS,Tablets,2.5 mg,N,OBSTETRICS GYNAECOLOGY URINARY TRACT DISORDERS,07.04.01,Pack,60,tablet,07.04.01,Drugs for urinary retention
3112,CODEINE PHOSPHATE,30,Oral,mg,QDS,Tablets,30 mg,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,28,tablet,04.07.02,Opioid analgesics
3115,METOPROLOL,50,Oral,mg,BD,Tablets,50 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
3117,PREDNISOLONE,2,Oral,mg,OM,Tablets,1 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,28,tablet,06.03.02,Glucocorticoid therapy
3129,DIAZEPAM,2,Oral,mg,BD,Tablets,2 mg,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,28,tablet,04.01.02,Anxiolytics
3134,ONDANSETRON,4,Oral,mg,TDS,Tablets,4 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,tablet,4.06,Drugs used in nausea and vertigo
3135,ONDANSETRON,4,Oral,mg,TDS,Tablets,4 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Bottle,30,tablet,4.06,Drugs used in nausea and vertigo
3137,ONDANSETRON,4,Oral,mg,TDS,Tablets,4 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,tablet,4.06,Drugs used in nausea and vertigo
3138,ONDANSETRON,4,Oral,mg,TDS,Tablets,4 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Bottle,30,tablet,4.06,Drugs used in nausea and vertigo
3140,ONDANSETRON,4,Oral,mg,BD,Tablets,4 mg,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,tablet,4.06,Drugs used in nausea and vertigo
3141,ONDANSETRON,4,Oral,mg,BD,Tablets,4 mg,Y,CENTRAL NERVOUS SYSTEM,4.06,Bottle,30,tablet,4.06,Drugs used in nausea and vertigo
3160,HALOPERIDOL,1.5,Oral,mg,BD,Tablets,1.5 mg,Y,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,28,tablet,04.02.01,Antipsychotic drugs
3165,MOXONIDINE,400,Oral,microgram,OM,Tablets,200 microgram,N,CARDIVASCULAR SYSTEM,02.05.02,Pack,28,tablet,02.05.02,Centrally-acting antihypertensive drugs
3166,COLCHICINE,500,Oral,microgram,QDS,Tablets,500 microgram,N,MUSCULOSKELETAL AND JOINT DISEASES,10.01.04,Bottle,100,tablet,10.01.04,Gout and cytotoxic induced hyperuicaemia
3168,QUETIAPINE,100,Oral,mg,ON,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,60,tablet,04.02.01,Antipsychotic drugs
3181,ALLOPURINOL,300,Oral,mg,ON,Tablets,300 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.01.04,Pack,28,tablet,10.01.04,Gout and cytotoxic induced hyperuicaemia
3182,IBUPROFEN,200,Oral,mg,8H,Tablets,200 mg,Y,MUSCULOSKELETAL AND JOINT DISEASES,10.01.01,Pack,24,tablet,10.01.01,Non-steroidal anti-inflammatory drugs
3183,IBUPROFEN,200,Oral,mg,8H,Tablets,200 mg,Y,MUSCULOSKELETAL AND JOINT DISEASES,10.01.01,Pack,84,tablet,10.01.01,Non-steroidal anti-inflammatory drugs
3186,DOMPERIDONE,10,Oral,mg,TDS,Tablets,10 mg,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,30,tablet,4.06,Drugs used in nausea and vertigo
3187,DOMPERIDONE,10,Oral,mg,TDS,Tablets,10 mg,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,100,tablet,4.06,Drugs used in nausea and vertigo
3189,DEXAMETHASONE,500,Oral,microgram,OM,Tablets,500 microgram,N,ENDOCRINE SYSTEM,06.03.02,Pack,28,tablet,06.03.02,Glucocorticoid therapy
3190,DEXAMETHASONE,500,Oral,microgram,OM,Tablets,500 microgram,N,ENDOCRINE SYSTEM,06.03.02,Pack,30,tablet,06.03.02,Glucocorticoid therapy
3194,ATORVASTATIN,40,Oral,mg,ON,Tablets,10 mg,N,CARDIVASCULAR SYSTEM,2.12,Pack,28,tablet,2.12,Lipid-regulating drugs
3195,QUETIAPINE,50,Oral,mg,OM,Tablets,25 mg,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,60,tablet,04.02.01,Antipsychotic drugs
3196,LAMOTRIGINE,25,Oral,mg,BD,Tablets,25 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,56,tablet,04.08.01,Control of epilepsy
3197,LAMOTRIGINE,50,Oral,mg,BD,Tablets,50 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,56,tablet,04.08.01,Control of epilepsy
3200,HYOSCINE HYDROBROMIDE,300,PEG,microgram,ON,Tablets,300 microgram,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,12,tablet,4.06,Drugs used in nausea and vertigo
3222,GLYCOPYRRONIUM BROMIDE,1,PEG,mg,TDS,Tablets,1 mg,N,SKIN,13.12,Pack,30,tablet,13.12,Antiperspirants
3229,CLOMIFENE,50,Oral,mg,OM,Tablets,50 mg,N,ENDOCRINE SYSTEM,06.05.01,Pack,30,tablet,06.05.01,Hypothalamic & anterior pituitary hormone & antioestrogens
3233,CITALOPRAM,10,Oral,mg,OD,Tablets,10 mg,N,CENTRAL NERVOUS SYSTEM,04.03.03,Pack,28,tablet,04.03.03,Selective serotonin re-uptake inhibitors
3237,THIAMINE,100,Oral,mg,BD,Tablets,100 mg,N,NUTRITION AND BLOOD,09.06.02,Pack,28,tablet,09.06.02,Vitamin B group
3238,THIAMINE,100,Oral,mg,BD,Tablets,100 mg,N,NUTRITION AND BLOOD,09.06.02,Bottle,100,tablet,09.06.02,Vitamin B group
3244,VARENICLINE,500,Oral,microgram,BD,Tablets,500 microgram,N,CENTRAL NERVOUS SYSTEM,04.10.02,Pack,56,tablet,04.10.02,Nicotine dependence
3254,PREDNISOLONE,40,Oral,mg,OD,Tablets,5 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,28,tablet,06.03.02,Glucocorticoid therapy
3270,NAPROXEN,250,Oral,mg,8H,Tablets,250 mg,Y,MUSCULOSKELETAL AND JOINT DISEASES,10.01.01,Pack,28,tablet,10.01.01,Non-steroidal anti-inflammatory drugs
3271,NAPROXEN,250,Oral,mg,8H,Tablets,250 mg,Y,MUSCULOSKELETAL AND JOINT DISEASES,10.01.01,Pack,56,tablet,10.01.01,Non-steroidal anti-inflammatory drugs
3272,OXYBUTYNIN,5,Oral,mg,BD,Tablets,5 mg,N,OBSTETRICS GYNAECOLOGY URINARY TRACT DISORDERS,07.04.02,Pack,56,tablet,07.04.02,Drugs for urinary frequency enuresis and incontinence
3273,OXYBUTYNIN,5,Oral,mg,BD,Tablets,5 mg,N,OBSTETRICS GYNAECOLOGY URINARY TRACT DISORDERS,07.04.02,Pack,84,tablet,07.04.02,Drugs for urinary frequency enuresis and incontinence
3274,PROMETHAZINE HYDROCHLORIDE,10,Oral,mg,TDS,Tablets,10 mg,Y,RESPIRATORY SYSTEM,03.04.01,Pack,56,tablet,03.04.01,Antihistamines
3275,ROPINIROLE,2,Oral,mg,TDS,Tablets,1 mg,N,CENTRAL NERVOUS SYSTEM,04.09.01,Pack,84,tablet,04.09.01,Dopaminergic drugs used in parkinsonism
3276,ROPINIROLE,1,Oral,mg,TDS,Tablets,1 mg,N,CENTRAL NERVOUS SYSTEM,04.09.01,Pack,84,tablet,04.09.01,Dopaminergic drugs used in parkinsonism
3277,PROMETHAZINE HYDROCHLORIDE,10,Oral,mg,BD,Tablets,10 mg,N,RESPIRATORY SYSTEM,03.04.01,Pack,56,tablet,03.04.01,Antihistamines
3280,LEVOTHYROXINE SODIUM,25,Oral,microgram,OD,Tablets,25 microgram,N,ENDOCRINE SYSTEM,06.02.01,Pack,28,tablet,06.02.01,Thyroid hormones
3291,IBUPROFEN,200,Oral,mg,TDS,Tablets,200 mg,Y,MUSCULOSKELETAL AND JOINT DISEASES,10.01.01,Pack,24,tablet,10.01.01,Non-steroidal anti-inflammatory drugs
3292,IBUPROFEN,200,Oral,mg,TDS,Tablets,200 mg,Y,MUSCULOSKELETAL AND JOINT DISEASES,10.01.01,Pack,84,tablet,10.01.01,Non-steroidal anti-inflammatory drugs
3293,PROPRANOLOL,40,Oral,mg,OD,Tablets,40 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
3296,SILDENAFIL,50,Oral,mg,OD,Tablets,50 mg,Y,OBSTETRICS GYNAECOLOGY URINARY TRACT DISORDERS,07.04.05,Pack,4,tablet,07.04.05,Drugs for erectile dysfunction
3297,SILDENAFIL,50,Oral,mg,OD,Tablets,50 mg,Y,OBSTETRICS GYNAECOLOGY URINARY TRACT DISORDERS,07.04.05,Pack,8,tablet,07.04.05,Drugs for erectile dysfunction
3298,PRIMIDONE,50,Oral,mg,ON,Tablets,50 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,1,tablet,04.08.01,Control of epilepsy
3299,PRIMIDONE,50,Oral,mg,ON,Tablets,50 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,100,tablet,04.08.01,Control of epilepsy
3303,LEVOFLOXACIN,500,Oral,mg,BD,Tablets,500 mg,N,INFECTIONS,05.01.12,Pack,10,tablet,05.01.12,Quinolones
3310,QUETIAPINE,25,Oral,mg,ON,Tablets,25 mg,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,60,tablet,04.02.01,Antipsychotic drugs
3311,AZATHIOPRINE,75,Oral,mg,OD,Tablets,25 mg,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,08.02.01,Pack,28,tablet,08.02.01,Antiproliferative immunosuppressants
3312,AZATHIOPRINE,75,Oral,mg,OD,Tablets,25 mg,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,08.02.01,Pack,100,tablet,08.02.01,Antiproliferative immunosuppressants
3313,AZATHIOPRINE,50,Oral,mg,ON,Tablets,50 mg,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,08.02.01,Pack,56,tablet,08.02.01,Antiproliferative immunosuppressants
3314,METOPROLOL,25,Oral,mg,BD,Tablets,50 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
3315,LEVOFLOXACIN,125,Oral,mg,BD,Tablets,250 mg,N,INFECTIONS,05.01.12,Pack,5,tablet,05.01.12,Quinolones
3316,LEVOFLOXACIN,125,Oral,mg,BD,Tablets,250 mg,N,INFECTIONS,05.01.12,Pack,10,tablet,05.01.12,Quinolones
3324,THIAMINE,50,Oral,mg,QDS,Tablets,50 mg,N,NUTRITION AND BLOOD,09.06.02,Bottle,100,tablet,09.06.02,Vitamin B group
3340,PREDNISOLONE,30,Oral,mg,OM,Tablets,5 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,28,tablet,06.03.02,Glucocorticoid therapy
3341,CODEINE PHOSPHATE,30,Oral,mg,BD,Tablets,30 mg,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,28,tablet,04.07.02,Opioid analgesics
3343,BACLOFEN,10,Oral,mg,BD,Tablets,10 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.02.02,Pack,84,tablet,10.02.02,Skeletal muscle relaxants
3344,CARBIMAZOLE,40,Oral,mg,OM,Tablets,20 mg,N,ENDOCRINE SYSTEM,06.02.02,Bottle,100,tablet,06.02.02,Antithyroid drugs
3355,METOPROLOL,25,Oral,mg,OM,Tablets,50 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
3356,AMITRIPTYLINE,50,Oral,mg,TDS,Tablets,50 mg,N,CENTRAL NERVOUS SYSTEM,04.03.01,Pack,28,tablet,04.03.01,Tricyclic and related antidepressant drugs
3359,AMITRIPTYLINE,50,Oral,mg,TDS,Tablets,50 mg,N,CENTRAL NERVOUS SYSTEM,04.03.01,Pack,28,tablet,04.03.01,Tricyclic and related antidepressant drugs
3368,LEFLUNOMIDE,10,Oral,mg,OM,Tablets,10 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.01.03,Pack,30,tablet,10.01.03,Rheumatic disease suppressant drugs
3371,DIAZEPAM,8,Oral,mg,TDS,Tablets,2 mg,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,28,tablet,04.01.02,Anxiolytics
3372,FEXOFENADINE,180,Oral,mg,BD,Tablets,180 mg,N,RESPIRATORY SYSTEM,03.04.01,Pack,30,tablet,03.04.01,Antihistamines
3375,DEXAMETHASONE,12,Oral,mg,OM,Tablets,2 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,50,tablet,06.03.02,Glucocorticoid therapy
3376,DEXAMETHASONE,12,Oral,mg,OM,Tablets,2 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,100,tablet,06.03.02,Glucocorticoid therapy
3377,DEXAMETHASONE,12,Oral,mg,OM,Tablets,2 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,500,tablet,06.03.02,Glucocorticoid therapy
3381,SILDENAFIL,100,Oral,mg,OW,Tablets,100 mg,Y,OBSTETRICS GYNAECOLOGY URINARY TRACT DISORDERS,07.04.05,Pack,4,tablet,07.04.05,Drugs for erectile dysfunction
3382,SILDENAFIL,100,Oral,mg,OW,Tablets,100 mg,Y,OBSTETRICS GYNAECOLOGY URINARY TRACT DISORDERS,07.04.05,Pack,8,tablet,07.04.05,Drugs for erectile dysfunction
3397,ONDANSETRON,4,Oral,mg,TDS,Tablets,4 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,tablet,4.06,Drugs used in nausea and vertigo
